UniProt Accession	Ensembl Gene ID	Gene Symbol	
Q9UGI8	ENSG00000135269	TES	
Q5JXX7	ENSG00000179363	TMEM31	
Q99963	ENSG00000140600	SH3GL3	
O60573	ENSG00000135930	EIF4E2	
P31025	ENSG00000160349	LCN1	
Q8N350	ENSG00000099625	CBARP	
Q7Z6B0	ENSG00000123106	CCDC91	
Q6XQN6	ENSG00000278488; ENSG00000147813	NAPRT	
Q9BSJ5	ENSG00000141219	C17orf80	
Q9UNQ2	ENSG00000086189	DIMT1	
Q93033	ENSG00000134256	CD101	
Q92949	ENSG00000129654	FOXJ1	
P00846	ENSG00000198899	MT-ATP6	
A6NKW6	ENSG00000145642	SHISAL2B	
Q71UM5	ENSG00000185088	RPS27L	
Q99489	ENSG00000203797	DDO	
Q6V0L0	ENSG00000187553	CYP26C1	
P39086	ENSG00000171189	GRIK1	
Q8NCE0	ENSG00000154743	TSEN2	
Q13542	ENSG00000148730	EIF4EBP2	
Q5T752	ENSG00000172155	LCE1D	
P52895	ENSG00000151632	AKR1C2	
O95789	ENSG00000163867	ZMYM6	
Q8NGR2	ENSG00000171459	OR1L6	
O15067	ENSG00000178921	PFAS	
Q9ULB5	ENSG00000081138	CDH7	
O00410	ENSG00000065150	IPO5	
Q15546	ENSG00000108960	MMD	
A0A0B4J240	-	TRAV10	
P15559	ENSG00000181019	NQO1	
Q8IZ08	ENSG00000181619	GPR135	
P52849	ENSG00000166507	NDST2	
O75449	ENSG00000186625	KATNA1	
Q86UW9	ENSG00000091073; ENSG00000282379	DTX2	
Q96M95	ENSG00000161973	CCDC42	
Q6L9W6	ENSG00000139044	B4GALNT3	
Q8NGS9	ENSG00000276119	OR13C2	
Q6IF00	ENSG00000275754; ENSG00000276821; ENSG00000196240	OR2T2	
Q9P015	ENSG00000137547	MRPL15	
Q9ULR3	ENSG00000111110	PPM1H	
P14770	ENSG00000169704	GP9	
Q6P4H8	ENSG00000150756	FAM173B	
Q96S79	ENSG00000270885	RASL10B	
O76003	ENSG00000108010	GLRX3	
P17676	ENSG00000172216	CEBPB	
Q5VWG9	ENSG00000165632	TAF3	
Q13360	ENSG00000188629; ENSG00000270011	ZNF177	
Q8N9V3	ENSG00000196151	WDSUB1	
Q9BY10	ENSG00000119457	SLC46A2	
P07711	ENSG00000135047	CTSL	
O43933	ENSG00000127980	PEX1	
Q96MU7	ENSG00000083896; ENSG00000275272	YTHDC1	
O94777	ENSG00000136908	DPM2	
Q15406	ENSG00000148200	NR6A1	
Q4KMQ1	ENSG00000176058	TPRN	
Q9Y6R6	ENSG00000128000; ENSG00000281601	ZNF780B	
Q3SY17	ENSG00000141437	SLC25A52	
Q99250	ENSG00000136531	SCN2A	
Q9NW81	ENSG00000105341	DMAC2	
A6NNE9	ENSG00000183654	MARCH11	
P59551	ENSG00000285341; ENSG00000185899	TAS2R60	
Q69YN4	ENSG00000164944	VIRMA	
Q96CN7	ENSG00000066583	ISOC1	
P08236	ENSG00000169919	GUSB	
O75496	ENSG00000112312	GMNN	
O43423	ENSG00000248546	ANP32C	
Q502W7	ENSG00000165972	CCDC38	
O95980	ENSG00000122707	RECK	
O95907	ENSG00000100156	SLC16A8	
Q6PRD1	ENSG00000277399; ENSG00000276469	GPR179	
Q8WUZ0	ENSG00000099385	BCL7C	
Q96GU1	ENSG00000158639	PAGE5	
Q8IV32	ENSG00000177352	CCDC71	
P53634	ENSG00000109861	CTSC	
Q8NDW4	ENSG00000198105	ZNF248	
Q9NWW9	ENSG00000133328	HRASLS2	
Q9Y6X6	ENSG00000041515; ENSG00000282848	MYO16	
Q8NH01	ENSG00000279301	OR2T11	
Q99828	ENSG00000185043	CIB1	
Q6P161	ENSG00000183617	MRPL54	
Q9H7R5	ENSG00000197497	ZNF665	
Q6V9R5	ENSG00000171466	ZNF562	
P11150	ENSG00000166035	LIPC	
Q8NGB4	ENSG00000176555	OR4S1	
O95644	ENSG00000131196	NFATC1	
Q8NH73	ENSG00000174982	OR4S2	
Q96GE4	ENSG00000258890	CEP95	
P50221	ENSG00000005102	MEOX1	
O95347	ENSG00000136824	SMC2	
Q96JB6	ENSG00000138131	LOXL4	
Q02978	ENSG00000108528	SLC25A11	
Q8IY49	ENSG00000136297	MMD2	
A2A2V5	ENSG00000180440	SERTM1	
Q8N801	ENSG00000239605	STPG4	
P45984	ENSG00000050748	MAPK9	
Q9ULC5	ENSG00000197142	ACSL5	
O95807	ENSG00000183726	TMEM50A	
Q9NSG2	ENSG00000000460	C1orf112	
Q9H6R3	ENSG00000111058	ACSS3	
Q8IXS6	ENSG00000243444	PALM2	
Q8IUH3	ENSG00000155636	RBM45	
Q9NR34	ENSG00000117643	MAN1C1	
Q9BRT8	ENSG00000172785	CBWD1	
Q5VV63	ENSG00000107518	ATRNL1	
Q9H2U9	ENSG00000069206	ADAM7	
A1A4Y4	ENSG00000237693	IRGM	
Q8TAA5	ENSG00000164284	GRPEL2	
Q9C0B7	ENSG00000103047	TANGO6	
Q9NPJ3	ENSG00000112304	ACOT13	
O14544	ENSG00000170677	SOCS6	
Q9NZC3	ENSG00000006007	GDE1	
O96004	ENSG00000113196	HAND1	
P0CW27	ENSG00000278749; ENSG00000255181	CCDC166	
P0DKV0	ENSG00000230246	SPATA31C1	
P43366	ENSG00000214107	MAGEB1	
P29536	ENSG00000163431	LMOD1	
O95843	ENSG00000138472	GUCA1C	
Q9Y5J6	ENSG00000132286	TIMM10B	
B1ANS9	ENSG00000162843	WDR64	
C9J1S8	ENSG00000233802; ENSG00000223417	TRIM49D2; TRIM49D1	
Q92630	ENSG00000127334	DYRK2	
P54198	ENSG00000100084	HIRA	
Q9BVI4	ENSG00000184967	NOC4L	
Q9Y4W6	ENSG00000141385	AFG3L2	
Q8NEF3	ENSG00000164221	CCDC112	
Q8N0X2	ENSG00000144451	SPAG16	
Q8NHV5	ENSG00000284487; ENSG00000185716	MOSMO	
Q7L2Z9	ENSG00000031691	CENPQ	
P10153	ENSG00000169385	RNASE2	
Q5VTE0	-	EEF1A1P5	
P55273	ENSG00000129355	CDKN2D	
Q9C0D9	ENSG00000138018	SELENOI	
Q52LW3	ENSG00000137962	ARHGAP29	
B1ANY3	-	FAM220BP	
Q8NEP4	ENSG00000181013	C17orf47	
Q8WW52	ENSG00000162391	FAM151A	
Q9H228	ENSG00000180739	S1PR5	
Q9P055	ENSG00000050130	JKAMP	
Q8N0U2	ENSG00000143001	TMEM61	
Q8WYQ9	ENSG00000140948	ZCCHC14	
Q5JXX5	ENSG00000188828	GLRA4	
P0CF97	ENSG00000237765	FAM200B	
Q86SX6	ENSG00000182512	GLRX5	
Q15327	ENSG00000148677	ANKRD1	
Q9HBM6	ENSG00000187325	TAF9B	
P23297	ENSG00000160678	S100A1	
Q8IVN3	ENSG00000272573	MUSTN1	
Q9UPZ3	ENSG00000110756	HPS5	
Q15744	ENSG00000092067	CEBPE	
P28039	ENSG00000136250	AOAH	
Q8WTZ4	ENSG00000186312	CA5BP1	
Q92753	ENSG00000198963	RORB	
Q8WVL7	ENSG00000168876	ANKRD49	
Q99805	ENSG00000125304	TM9SF2	
P62701	ENSG00000198034	RPS4X	
P19883	ENSG00000134363	FST	
Q9BUQ8	ENSG00000174243	DDX23	
P42695	ENSG00000151503	NCAPD3	
Q8N8I6	-	LINC00482	
Q96F05	ENSG00000171067	C11orf24	
Q6UX82	ENSG00000259823	LYPD8	
Q9NYL5	ENSG00000146233	CYP39A1	
P36507	ENSG00000126934	MAP2K2	
Q96GX9	ENSG00000149089	APIP	
Q9NX24	ENSG00000145912	NHP2	
Q9UGV2	ENSG00000101079	NDRG3	
Q15654	ENSG00000087077	TRIP6	
Q6ZR85	ENSG00000205710	C17orf107	
A0A0G2JMD5	ENSG00000282125; ENSG00000237700; ENSG00000276370; ENSG00000283488	PRAMEF33	
P54709	ENSG00000069849	ATP1B3	
Q99884	ENSG00000011083	SLC6A7	
Q8N8Z8	ENSG00000197044	ZNF441	
Q96EZ4	ENSG00000172927	MYEOV	
Q86X51	ENSG00000187690	CXorf67	
P07902	ENSG00000213930	GALT	
Q13207	ENSG00000121068	TBX2	
Q13228	ENSG00000143416	SELENBP1	
Q96PL1	ENSG00000164265	SCGB3A2	
Q03924	ENSG00000152926	ZNF117	
P25067	ENSG00000171812	COL8A2	
A0A0A6YYK1	-	TRAV8-1	
O75865	ENSG00000007255	TRAPPC6A	
B3SHH9	ENSG00000232258	TMEM114	
Q6UX41	ENSG00000113303	BTNL8	
Q6UQ28	ENSG00000188771	PLET1	
P07148	ENSG00000163586	FABP1	
P17900	ENSG00000196743	GM2A	
Q6UW63	ENSG00000134901	KDELC1	
Q3ZLR7	-	SUPT20HL1	
B9A6J9	ENSG00000276349; ENSG00000274512	TBC1D3L	
P78371	ENSG00000166226	CCT2	
P49336	ENSG00000132964	CDK8	
Q9Y485	ENSG00000172869	DMXL1	
P51687	ENSG00000139531	SUOX	
Q58FG1	-	HSP90AA4P	
Q13151	ENSG00000177733	HNRNPA0	
P02679	ENSG00000171557	FGG	
Q8IZ26	ENSG00000196378	ZNF34	
Q13586	ENSG00000167323	STIM1	
Q702N8	ENSG00000168334	XIRP1	
Q3KNV8	ENSG00000185619	PCGF3	
P08949	ENSG00000197696	NMB	
Q96RL6	ENSG00000161640	SIGLEC11	
O43491	ENSG00000079819	EPB41L2	
Q9HBJ8	ENSG00000147003	CLTRN	
Q9ULW3	ENSG00000146109	ABT1	
A0AV02	ENSG00000221955	SLC12A8	
Q969N2	ENSG00000124155	PIGT	
Q9Y4C1	ENSG00000115548	KDM3A	
Q96JZ2	ENSG00000196684	HSH2D	
Q8WTR7	ENSG00000142528	ZNF473	
Q6P1K1	ENSG00000211584	SLC48A1	
Q13569	ENSG00000139372	TDG	
Q9H0A9	ENSG00000274679; ENSG00000160284	SPATC1L	
P08962	ENSG00000135404	CD63	
O15118	ENSG00000141458	NPC1	
Q8TAD8	ENSG00000163877	SNIP1	
Q9UQ52	ENSG00000134115	CNTN6	
Q14254	ENSG00000132589	FLOT2	
H7BZ55	ENSG00000226321	CROCC2	
O95177	ENSG00000221819	GAS8-AS1	
Q96MG2	ENSG00000167476	JSRP1	
P34969	ENSG00000148680	HTR7	
Q8NEK8	ENSG00000174016	TENT5D	
P17181	ENSG00000142166	IFNAR1	
Q9NZI7	ENSG00000153560	UBP1	
Q08J23	ENSG00000037474	NSUN2	
Q9GZV8	ENSG00000147596	PRDM14	
Q9NXZ1	ENSG00000181433	SAGE1	
Q86UT5	ENSG00000172367	PDZD3	
Q75VX8	ENSG00000157833	GAREM2	
Q15669	ENSG00000168421	RHOH	
Q96FZ2	ENSG00000183624	HMCES	
Q96GS4	ENSG00000196544	BORCS6	
Q03405	ENSG00000011422	PLAUR	
Q92504	ENSG00000206288; ENSG00000224399; ENSG00000227402; ENSG00000229802; ENSG00000226614; ENSG00000112473	SLC39A7	
Q6P1S2	ENSG00000174928	C3orf33	
Q8N1W2	ENSG00000140548	ZNF710	
Q8NC69	ENSG00000168301	KCTD6	
Q93038	ENSG00000215788	TNFRSF25	
Q96RK0	ENSG00000079432	CIC	
Q8NA03	ENSG00000150667	FSIP1	
A0A0A0MT78	-	TRBJ2-7	
Q9NQ86	ENSG00000152503	TRIM36	
Q9UMY4	ENSG00000147164	SNX12	
Q6ZMK1	ENSG00000187954	CYHR1	
P18669	ENSG00000171314	PGAM1	
O43557	ENSG00000125735	TNFSF14	
Q15059	ENSG00000169925	BRD3	
P28562	ENSG00000120129	DUSP1	
Q96C01	ENSG00000035141	FAM136A	
Q9UBL9	ENSG00000187848	P2RX2	
P23469	ENSG00000132334	PTPRE	
O75952	ENSG00000154040	CABYR	
Q5VZP5	ENSG00000198842	DUSP27	
Q68J44	ENSG00000188716; ENSG00000281660	DUPD1	
P0DMW4	ENSG00000178947; ENSG00000196972	SMIM10L2A	
Q13477	ENSG00000099866	MADCAM1	
P52789	ENSG00000159399	HK2	
Q92508	ENSG00000103335	PIEZO1	
P30825	ENSG00000139514	SLC7A1	
Q5W0Z9	ENSG00000180776	ZDHHC20	
P49815	ENSG00000103197	TSC2	
Q17RP2	ENSG00000164296	TIGD6	
A6NMU1	-	OR52A4P	
Q6NVH7	ENSG00000173928	SWSAP1	
Q9BR77	ENSG00000120647	CCDC77	
P07766	ENSG00000198851	CD3E	
Q8WW12	ENSG00000081154	PCNP	
Q9UBN7	ENSG00000094631	HDAC6	
P20849	ENSG00000112280	COL9A1	
Q9H2F3	ENSG00000099377	HSD3B7	
A1L1A6	ENSG00000216588	IGSF23	
Q8NFT2	ENSG00000157214	STEAP2	
Q8N895	ENSG00000178175	ZNF366	
Q71F23	ENSG00000151725	CENPU	
A6NNF4	ENSG00000213967	ZNF726	
P20309	ENSG00000133019	CHRM3	
Q9Y5G1	ENSG00000262209	PCDHGB3	
A0A024RBG1	ENSG00000173598	NUDT4B	
Q9BY08	ENSG00000123179	EBPL	
O15054	ENSG00000132510	KDM6B	
A6NHQ2	ENSG00000188573	FBLL1	
O00534	ENSG00000110002	VWA5A	
Q99704	ENSG00000115325	DOK1	
A1A5C7	ENSG00000137266	SLC22A23	
Q8NH92	ENSG00000280204	OR1S1	
O94973	ENSG00000183020; ENSG00000280759; ENSG00000281385	AP2A2	
Q86YL7	ENSG00000162493	PDPN	
Q8WV92	ENSG00000158411	MITD1	
P51686	ENSG00000173585	CCR9	
Q8IV42	ENSG00000179988	PSTK	
P47775	ENSG00000132975	GPR12	
Q9BUZ4	ENSG00000076604	TRAF4	
Q8NDB2	ENSG00000153064	BANK1	
Q8WVM7	ENSG00000118007	STAG1	
P42677	ENSG00000177954	RPS27	
Q96CS7	ENSG00000115762	PLEKHB2	
Q8NDB6	ENSG00000268350; ENSG00000179304	FAM156A; FAM156B	
Q96A58	ENSG00000134533	RERG	
O75954	ENSG00000011105	TSPAN9	
Q69YG0	ENSG00000169964; ENSG00000280516	TMEM42	
O95274	ENSG00000124466	LYPD3	
Q7Z6I8	ENSG00000181904	C5orf24	
Q9UBP4	ENSG00000050165	DKK3	
O60563	ENSG00000129315	CCNT1	
Q9NZ56	ENSG00000155816	FMN2	
Q96PC5	ENSG00000150527	MIA2	
Q9HCN6	ENSG00000278670; ENSG00000277439; ENSG00000275931; ENSG00000274050; ENSG00000276065; ENSG00000278316; ENSG00000088053; ENSG00000275633; ENSG00000274566; ENSG00000276211	GP6	
Q9NWW5	ENSG00000128973	CLN6	
Q969F8	ENSG00000116014	KISS1R	
P49366	ENSG00000095059	DHPS	
P48304	ENSG00000172023	REG1B	
E9PRG8	ENSG00000278615	C11orf98	
Q8N1C3	ENSG00000163285	GABRG1	
Q15390	ENSG00000066855	MTFR1	
P49758	ENSG00000182732	RGS6	
O00180	ENSG00000135750	KCNK1	
Q86TC9	ENSG00000138347	MYPN	
Q6ZMR5	ENSG00000187054	TMPRSS11A	
Q9Y4D2	ENSG00000134780	DAGLA	
Q14789	ENSG00000173230	GOLGB1	
P04626	ENSG00000141736	ERBB2	
O95168	ENSG00000065518	NDUFB4	
Q99417	ENSG00000214114	MYCBP	
Q8NGQ6	ENSG00000172377	OR9I1	
Q9Y3R4	ENSG00000115488	NEU2	
Q96PU5	ENSG00000049759	NEDD4L	
A6NED2	ENSG00000166965	RCCD1	
Q5VTU8	-	ATP5EP2	
A0A0B4J2D5	ENSG00000280071; ENSG00000160221	GATD3B	
Q4G163	ENSG00000156509	FBXO43	
Q9Y342	ENSG00000102934	PLLP	
Q6ZV60	ENSG00000196668	LINC00173	
Q8N2R8	ENSG00000185112	FAM43A	
O14639	ENSG00000099204	ABLIM1	
Q9P2K2	ENSG00000087301	TXNDC16	
Q86VG3	ENSG00000166352	C11orf74	
Q9NQV5	ENSG00000019485	PRDM11	
Q8NGE5	ENSG00000179919	OR10A7	
Q9NQ33	ENSG00000176009	ASCL3	
Q15077	ENSG00000171631	P2RY6	
Q2M1P5	ENSG00000166813	KIF7	
O75030	ENSG00000187098	MITF	
Q9UBY8	ENSG00000278220; ENSG00000182372	CLN8	
Q6IQ23	ENSG00000166689	PLEKHA7	
Q96G01	ENSG00000151746	BICD1	
P36897	ENSG00000106799	TGFBR1	
Q9NXG6	ENSG00000178467	P4HTM	
P51553	ENSG00000067829	IDH3G	
Q96M43	ENSG00000196427	NBPF4	
O43169	ENSG00000103018	CYB5B	
Q96N76	ENSG00000159650	UROC1	
Q9Y2S7	ENSG00000004142	POLDIP2	
Q9NZT1	ENSG00000178372	CALML5	
Q6DN14	ENSG00000175471	MCTP1	
Q96BJ8	ENSG00000102890	ELMO3	
P62888	ENSG00000156482	RPL30	
Q8N5U6	ENSG00000022840	RNF10	
Q8NG77	ENSG00000177201	OR2T12	
Q13972	ENSG00000058335	RASGRF1	
Q6PI97	ENSG00000183644	C11orf88	
Q9H300	ENSG00000283765; ENSG00000175193	PARL	
Q03164	ENSG00000118058	KMT2A	
Q86U28	ENSG00000165898	ISCA2	
P13726	ENSG00000117525	F3	
P60321	ENSG00000188425	NANOS2	
Q96NX9	ENSG00000126733	DACH2	
Q86YN1	ENSG00000167130	DOLPP1	
P22888	ENSG00000138039	LHCGR	
P0C7I6	ENSG00000183401	CCDC159	
P16671	ENSG00000135218	CD36	
P54849	ENSG00000134531	EMP1	
Q13443	ENSG00000282230; ENSG00000168615	ADAM9	
Q9H469	ENSG00000107872	FBXL15	
Q96NK8	ENSG00000164600	NEUROD6	
C9J442	ENSG00000184208	C22orf46	
O00264	ENSG00000101856	PGRMC1	
Q6ZRS2	ENSG00000080603	SRCAP	
Q9Y3Q3	ENSG00000166557	TMED3	
Q53TN4	ENSG00000071967	CYBRD1	
P34982	ENSG00000184166	OR1D2	
P20853	ENSG00000198077	CYP2A7	
O95989	ENSG00000272325	NUDT3	
P45954	ENSG00000196177	ACADSB	
Q5HYI7	ENSG00000177034	MTX3	
Q8NA56	ENSG00000137473	TTC29	
Q8NE86	ENSG00000156026	MCU	
Q86W56	ENSG00000227345; ENSG00000137274	PARG	
Q8NA97	ENSG00000181171	FER1L6-AS1	
Q96KC2	ENSG00000165997	ARL5B	
P62854	ENSG00000197728	RPS26	
P22680	ENSG00000167910	CYP7A1	
O00193	ENSG00000110696	SMAP	
Q9H098	ENSG00000065809	FAM107B	
P17010	ENSG00000005889	ZFX	
Q5SRE5	ENSG00000095319	NUP188	
Q9Y5L0	ENSG00000064419	TNPO3	
Q9UKI8	ENSG00000198586	TLK1	
Q15036	ENSG00000115234	SNX17	
Q9NVX7	ENSG00000123444; ENSG00000284900	KBTBD4	
Q9NWF4	ENSG00000132517	SLC52A1	
Q03426	ENSG00000110921	MVK	
P11802	ENSG00000135446	CDK4	
Q49MI3	ENSG00000188452	CERKL	
P14778	ENSG00000115594	IL1R1	
Q53GS9	ENSG00000168883	USP39	
Q7Z601	ENSG00000257008	GPR142	
Q86UF1	ENSG00000158457	TSPAN33	
E5RQL4	ENSG00000226124	FTCDNL1	
P15151	ENSG00000073008	PVR	
Q9UPQ8	ENSG00000175283	DOLK	
Q96A72	ENSG00000111196	MAGOHB	
Q9H7N4	ENSG00000126461	SCAF1	
Q9HD15	ENSG00000213523	SRA1	
Q96FI4	ENSG00000140398	NEIL1	
Q00887	ENSG00000183668	PSG9	
Q00888	ENSG00000243137	PSG4	
Q96PK6	ENSG00000248643; ENSG00000239306	RBM14	
Q14738	ENSG00000112640	PPP2R5D	
Q9Y575	ENSG00000115239; ENSG00000270898	ASB3	
P27544	ENSG00000223802	CERS1	
Q5JU85	ENSG00000124313	IQSEC2	
Q6P9A2	ENSG00000110328	GALNT18	
Q8NFJ9	ENSG00000174483	BBS1	
Q9HCI6	ENSG00000168116	KIAA1586	
Q8TAQ2	ENSG00000139613	SMARCC2	
Q9BZD2	ENSG00000198246	SLC29A3	
P55774	ENSG00000278006; ENSG00000278167; ENSG00000275385	CCL18	
Q8N7C3	ENSG00000179046	TRIML2	
Q9H492	ENSG00000101460	MAP1LC3A	
Q49AH0	ENSG00000185267	CDNF	
Q92466	ENSG00000134574	DDB2	
Q58A44	ENSG00000205861	PCOTH	
P13994	ENSG00000104957	CCDC130	
O75886	ENSG00000115145	STAM2	
A6NEQ2	ENSG00000182103	FAM181B	
Q9BVG8	ENSG00000140859	KIFC3	
Q9BVK6	ENSG00000184840	TMED9	
Q9BSQ5	ENSG00000136280	CCM2	
Q9NX14	ENSG00000147123	NDUFB11	
O15446	ENSG00000117877	CD3EAP	
Q96N23	ENSG00000188596	CFAP54	
Q9NZC7	ENSG00000186153	WWOX	
P14679	ENSG00000077498	TYR	
H3BV12	ENSG00000178115; ENSG00000282773	GOLGA8Q	
P42575	ENSG00000106144	CASP2	
Q96MF6	ENSG00000135469	COQ10A	
Q9NUG6	ENSG00000088356	PDRG1	
O75600	ENSG00000100116	GCAT	
O15499	ENSG00000063515	GSC2	
H0YL14	ENSG00000238227	TMEM250	
P07311	ENSG00000119640	ACYP1	
Q13185	ENSG00000122565	CBX3	
Q70J99	ENSG00000092929	UNC13D	
Q5T4T6	ENSG00000153157	SYCP2L	
Q8TDW5	ENSG00000147041	SYTL5	
P0CF51	-	TRGC1	
Q8IUR5	ENSG00000133687	TMTC1	
P30838	ENSG00000108602	ALDH3A1	
Q96MT1	ENSG00000145860	RNF145	
O60331	ENSG00000186111	PIP5K1C	
Q86SG2	ENSG00000163126	ANKRD23	
O95897	ENSG00000105088	OLFM2	
Q8IVS2	ENSG00000100294	MCAT	
Q9H8W5	ENSG00000134253	TRIM45	
P0DJR0	ENSG00000250298	GIMD1	
Q9UK17	ENSG00000171385	KCND3	
Q9NYL2	ENSG00000091436	MAP3K20	
Q8IWV8	ENSG00000024048	UBR2	
Q9Y4K3	ENSG00000175104	TRAF6	
Q9BWJ2	ENSG00000254389	RHPN1-AS1	
Q7Z602	ENSG00000187037	GPR141	
Q96MU8	ENSG00000183762	KREMEN1	
Q15622	ENSG00000188269	OR7A5	
Q9UKA9	ENSG00000117569	PTBP2	
P51124	ENSG00000197540	GZMM	
Q14765	ENSG00000138378	STAT4	
Q86UP2	ENSG00000126777	KTN1	
P60842	ENSG00000161960	EIF4A1	
P08559	ENSG00000131828	PDHA1	
Q9BWH2	ENSG00000165775	FUNDC2	
O95521	ENSG00000116721	PRAMEF1	
Q9C075	ENSG00000108244; ENSG00000263309	KRT23	
Q9NQL9	ENSG00000064218	DMRT3	
A0PJX0	ENSG00000157884	CIB4	
Q8N7P1	ENSG00000180287	PLD5	
Q92696	ENSG00000100949; ENSG00000285193	RABGGTA	
Q8NGV6	ENSG00000230301	OR5H6	
Q9H3J6	ENSG00000130921	C12orf65	
Q96NR2	-	MIR1-1HG-AS1	
Q8NGH5	ENSG00000180934	OR56A1	
Q8NH80	ENSG00000197309	OR10D3	
P56202	ENSG00000172543	CTSW	
P22310	ENSG00000244474	UGT1A4	
P32302	ENSG00000160683	CXCR5	
Q5T9A4	ENSG00000160072	ATAD3B	
Q5H9J7	ENSG00000184515	BEX5	
O00501	ENSG00000184113	CLDN5	
Q7Z2T5	ENSG00000121486	TRMT1L	
O15403	ENSG00000108932	SLC16A6	
P19419	ENSG00000126767	ELK1	
Q8NGA1	ENSG00000170929	OR1M1	
P49759	ENSG00000013441	CLK1	
A0A1B0GV22	ENSG00000275520; ENSG00000268994	FAM236B	
Q99877	ENSG00000233822	HIST1H2BN	
Q8WTP8	ENSG00000181026	AEN	
Q0D2J5	ENSG00000197054	ZNF763	
Q56UN5	ENSG00000176601	MAP3K19	
Q9C0A6	ENSG00000168137	SETD5	
Q92618	ENSG00000101493	ZNF516	
P31391	ENSG00000132671	SSTR4	
Q06830	ENSG00000117450	PRDX1	
P0C629	ENSG00000249730	OR10J4	
Q8TAC1	ENSG00000175449	RFESD	
O60234	ENSG00000130755	GMFG	
Q8N543	ENSG00000087263	OGFOD1	
O43614	ENSG00000137252	HCRTR2	
Q969N4	ENSG00000146385	TAAR8	
P16104	ENSG00000188486	H2AFX	
A0A1B0GVZ2	-	FAM240B	
O14921	ENSG00000127074	RGS13	
Q86U42	ENSG00000100836	PABPN1	
P17022	ENSG00000154957	ZNF18	
Q9BR01	ENSG00000130540	SULT4A1	
Q96LY2	ENSG00000152076	CCDC74B	
P00568	ENSG00000106992	AK1	
Q9NZA1	ENSG00000112782	CLIC5	
Q8N111	ENSG00000184524	CEND1	
Q99549	ENSG00000196199	MPHOSPH8	
P53567	ENSG00000153879	CEBPG	
Q9Y617	ENSG00000135069	PSAT1	
Q96QV1	ENSG00000164161	HHIP	
O95258	ENSG00000102078	SLC25A14	
P30566	ENSG00000239900	ADSL	
Q8NCW5	ENSG00000163382	NAXE	
Q8N4F7	ENSG00000145428	RNF175	
Q9H9P8	ENSG00000087299	L2HGDH	
Q7Z4N2	ENSG00000274965; ENSG00000134160	TRPM1	
Q96FX8	ENSG00000112378	PERP	
Q9UKF6	ENSG00000119203	CPSF3	
Q9BYC9	ENSG00000242485	MRPL20	
Q8IYX8	ENSG00000183137	CEP57L1	
P49643	ENSG00000146143	PRIM2	
Q02505	ENSG00000169894	MUC3A	
Q92537	ENSG00000100647	SUSD6	
Q8NGJ2	ENSG00000181616	OR52H1	
P09871	ENSG00000182326	C1S	
Q9H221	ENSG00000143921	ABCG8	
O76038	ENSG00000079689	SCGN	
Q96LW9	ENSG00000235109	ZSCAN31	
Q3MIX3	ENSG00000173137; ENSG00000285451	ADCK5	
Q9BV99	ENSG00000127399	LRRC61	
Q9UL33	ENSG00000167515	TRAPPC2L	
Q15038	ENSG00000183283	DAZAP2	
Q9H7L2	ENSG00000104970	KIR3DX1	
Q16651	ENSG00000052344	PRSS8	
Q8NGB6	ENSG00000274102	OR4M2	
Q9GZU3	ENSG00000121775	TMEM39B	
P69891	ENSG00000213934	HBG1	
Q8NGN4	ENSG00000236981	OR10G9	
E0CX11	ENSG00000243317	STMP1	
Q9BVG4	ENSG00000102390	PBDC1	
A6NC98	ENSG00000168071	CCDC88B	
Q12768	ENSG00000164961	WASHC5	
P31689	ENSG00000086061	DNAJA1	
Q8TE82	ENSG00000125089	SH3TC1	
B6SEH8	ENSG00000269526	ERVV-1	
Q9H972	ENSG00000100802	C14orf93	
Q9HBF5	ENSG00000180953	ST20	
Q5JPB2	ENSG00000124203	ZNF831	
P01877	-	IGHA2	
Q9P209	ENSG00000280688; ENSG00000112877	CEP72	
P08913	ENSG00000150594	ADRA2A	
Q14749	ENSG00000124713	GNMT	
Q9ULK5	ENSG00000162738	VANGL2	
Q6PIW4	ENSG00000132436	FIGNL1	
Q9NS18	ENSG00000023572	GLRX2	
Q96ST3	ENSG00000169375	SIN3A	
Q6IQ21	ENSG00000198146	ZNF770	
P08684	ENSG00000160868	CYP3A4	
O15121	ENSG00000143753	DEGS1	
O60909	ENSG00000117411	B4GALT2	
Q8WZ79	ENSG00000137976	DNASE2B	
Q15111	ENSG00000115896	PLCL1	
Q8TAP6	ENSG00000101624	CEP76	
Q5JST6	ENSG00000183690	EFHC2	
Q96M29	ENSG00000153060	TEKT5	
P14923	ENSG00000173801	JUP	
Q8N3J6	ENSG00000284780; ENSG00000175161	CADM2	
P53602	ENSG00000167508	MVD	
P0C7T5	ENSG00000224470	ATXN1L	
Q7LBC6	ENSG00000120733	KDM3B	
Q8TF50	ENSG00000167625	ZNF526	
Q02643	ENSG00000106128	GHRHR	
Q8IUC1	ENSG00000182591	KRTAP11-1	
O14929	ENSG00000128708	HAT1	
Q9UBX0	ENSG00000163666	HESX1	
Q8N6K0	ENSG00000153495	TEX29	
P26599	ENSG00000011304	PTBP1	
Q7Z4S6	ENSG00000139116	KIF21A	
Q9UNH6	ENSG00000162627	SNX7	
Q9UJG1	ENSG00000101928	MOSPD1	
P61086	ENSG00000078140	UBE2K	
Q8IY57	ENSG00000015153	YAF2	
Q99583	ENSG00000070444	MNT	
